Annotation	Gene	Input
GO:0047134_protein-disulfide reductase activity	Txnl1	1	
GO:0003677_DNA binding	Atoh7	1	
GO:0046983_protein dimerization activity	Atoh7	1	
GO:0004721_phosphoprotein phosphatase activity	Ppp1r3c	1	
GO:0019888_protein phosphatase regulator activity	Ppp1r3c	1	
GO:0019899_enzyme binding	Ppp1r3c	1	
GO:0019903_protein phosphatase binding	Ppp1r3c	1	
GO:0005515_protein binding	Exoc7	1	
GO:0003723_RNA binding	Bysl	1	
GO:0004674_protein serine/threonine kinase activity	Htatip2	1	
GO:0016491_oxidoreductase activity	Htatip2	1	
GO:0016620_oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	Htatip2	1	
GO:0051287_NAD binding	Htatip2	1	
GO:0000166_nucleotide binding	Stk39	1	
GO:0004672_protein kinase activity	Stk39	1	
GO:0004674_protein serine/threonine kinase activity	Stk39	1	
GO:0004674_protein serine/threonine kinase activity	Stk39	1	
GO:0004702_signal transducer, downstream of receptor, with serine/threonine kinase activity	Stk39	1	
GO:0005515_protein binding	Stk39	1	
GO:0005524_ATP binding	Stk39	1	
GO:0016301_kinase activity	Stk39	1	
GO:0016740_transferase activity	Stk39	1	
GO:0019901_protein kinase binding	Stk39	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Hif3a	1	
GO:0003677_DNA binding	Hif3a	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Hif3a	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Hif3a	1	
GO:0003713_transcription coactivator activity	Hif3a	1	
GO:0003714_transcription corepressor activity	Hif3a	1	
GO:0005515_protein binding	Hif3a	1	
GO:0046983_protein dimerization activity	Hif3a	1	
GO:0003831_beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	B4galt2	1	
GO:0003945_N-acetyllactosamine synthase activity	B4galt2	1	
GO:0004461_lactose synthase activity	B4galt2	1	
GO:0016740_transferase activity	B4galt2	1	
GO:0016757_transferase activity, transferring glycosyl groups	B4galt2	1	
GO:0046872_metal ion binding	B4galt2	1	
GO:0004252_serine-type endopeptidase activity	Corin	1	
GO:0004252_serine-type endopeptidase activity	Corin	1	
GO:0005044_scavenger receptor activity	Corin	1	
GO:0008233_peptidase activity	Corin	1	
GO:0008236_serine-type peptidase activity	Corin	1	
GO:0016787_hydrolase activity	Corin	1	
GO:0000149_SNARE binding	Syt5	1	
GO:0001786_phosphatidylserine binding	Syt5	1	
GO:0005509_calcium ion binding	Syt5	1	
GO:0005544_calcium-dependent phospholipid binding	Syt5	1	
GO:0005544_calcium-dependent phospholipid binding	Syt5	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Syt5	1	
GO:0019905_syntaxin binding	Syt5	1	
GO:0019905_syntaxin binding	Syt5	1	
GO:0030276_clathrin binding	Syt5	1	
GO:0030276_clathrin binding	Syt5	1	
GO:0046872_metal ion binding	Syt5	1	
GO:0046982_protein heterodimerization activity	Syt5	1	
GO:0022857_transmembrane transporter activity	Sec61a1	1	
GO:0043022_ribosome binding	Sec61a1	1	
GO:0003676_nucleic acid binding	Ybx2	1	
GO:0003677_DNA binding	Ybx2	1	
GO:0003682_chromatin binding	Ybx2	1	
GO:0003723_RNA binding	Ybx2	1	
GO:0003729_mRNA binding	Ybx2	1	
GO:0003730_mRNA 3'-UTR binding	Ybx2	1	
GO:0008289_lipid binding	Ybx2	1	
GO:0043021_ribonucleoprotein complex binding	Ybx2	1	
GO:0045182_translation regulator activity	Ybx2	1	
GO:0003677_DNA binding	Tsnax	1	
GO:0003697_single-stranded DNA binding	Tsnax	1	
GO:0003723_RNA binding	Tsnax	1	
GO:0005515_protein binding	Tsnax	1	
GO:0031687_A2A adenosine receptor binding	Tsnax	1	
GO:0032403_protein complex binding	Tsnax	1	
GO:0043565_sequence-specific DNA binding	Tsnax	1	
GO:0046872_metal ion binding	Tsnax	1	
GO:0003674_molecular_function	Dctn3	1	
GO:0005515_protein binding	Cd164	1	
GO:0015266_protein channel activity	Timm23	1	
GO:0019899_enzyme binding	Timm23	1	
GO:0005509_calcium ion binding	Pcdh12	1	
GO:0005509_calcium ion binding	Hpcal1	1	
GO:0005515_protein binding	Hpcal1	1	
GO:0046872_metal ion binding	Hpcal1	1	
GO:0005125_cytokine activity	Tslp	1	
GO:0003674_molecular_function	Zpbp	1	
GO:0003723_RNA binding	Nap1l1	1	
GO:0005515_protein binding	Nap1l1	1	
GO:0019900_kinase binding	Nap1l1	1	
GO:0003676_nucleic acid binding	Snrpa	1	
GO:0003723_RNA binding	Snrpa	1	
GO:0030619_U1 snRNA binding	Snrpa	1	
GO:0035614_snRNA stem-loop binding	Snrpa	1	
GO:0000166_nucleotide binding	Map3k6	1	
GO:0000287_magnesium ion binding	Map3k6	1	
GO:0004672_protein kinase activity	Map3k6	1	
GO:0004674_protein serine/threonine kinase activity	Map3k6	1	
GO:0004709_MAP kinase kinase kinase activity	Map3k6	1	
GO:0004709_MAP kinase kinase kinase activity	Map3k6	1	
GO:0005515_protein binding	Map3k6	1	
GO:0005524_ATP binding	Map3k6	1	
GO:0016301_kinase activity	Map3k6	1	
GO:0016740_transferase activity	Map3k6	1	
GO:0046872_metal ion binding	Map3k6	1	
GO:0003674_molecular_function	Clasrp	1	
GO:0000980_RNA polymerase II distal enhancer sequence-specific DNA binding	Nono	1	
GO:0001047_core promoter binding	Nono	1	
GO:0003676_nucleic acid binding	Nono	1	
GO:0003677_DNA binding	Nono	1	
GO:0003682_chromatin binding	Nono	1	
GO:0003723_RNA binding	Nono	1	
GO:0005515_protein binding	Nono	1	
GO:0042802_identical protein binding	Nono	1	
GO:0000149_SNARE binding	Vti1a	1	
GO:0005484_SNAP receptor activity	Vti1a	1	
GO:0005484_SNAP receptor activity	Vti1a	1	
GO:0000149_SNARE binding	Vti1b	1	
GO:0000149_SNARE binding	Vti1b	1	
GO:0005484_SNAP receptor activity	Vti1b	1	
GO:0005515_protein binding	Vti1b	1	
GO:0019869_chloride channel inhibitor activity	Vti1b	1	
GO:0004866_endopeptidase inhibitor activity	Reck	1	
GO:0004866_endopeptidase inhibitor activity	Reck	1	
GO:0004867_serine-type endopeptidase inhibitor activity	Reck	1	
GO:0030414_peptidase inhibitor activity	Reck	1	
GO:0005198_structural molecule activity	Krt35	1	
GO:0008424_glycoprotein 6-alpha-L-fucosyltransferase activity	Fut8	1	
GO:0016740_transferase activity	Fut8	1	
GO:0016757_transferase activity, transferring glycosyl groups	Fut8	1	
GO:0017124_SH3 domain binding	Fut8	1	
GO:0046921_alpha-(1->6)-fucosyltransferase activity	Fut8	1	
GO:0000149_SNARE binding	Vamp5	1	
GO:0005484_SNAP receptor activity	Vamp5	1	
GO:0003676_nucleic acid binding	Cnot4	1	
GO:0003723_RNA binding	Cnot4	1	
GO:0004842_ubiquitin-protein transferase activity	Cnot4	1	
GO:0004842_ubiquitin-protein transferase activity	Cnot4	1	
GO:0008270_zinc ion binding	Cnot4	1	
GO:0016740_transferase activity	Cnot4	1	
GO:0046872_metal ion binding	Cnot4	1	
GO:0005198_structural molecule activity	Krt85	1	
GO:0004872_receptor activity	Gria3	1	
GO:0004970_ionotropic glutamate receptor activity	Gria3	1	
GO:0004971_AMPA glutamate receptor activity	Gria3	1	
GO:0004971_AMPA glutamate receptor activity	Gria3	1	
GO:0005216_ion channel activity	Gria3	1	
GO:0005234_extracellular-glutamate-gated ion channel activity	Gria3	1	
GO:0005515_protein binding	Gria3	1	
GO:0030165_PDZ domain binding	Gria3	1	
GO:0005198_structural molecule activity	Cldn7	1	
GO:0005515_protein binding	Cldn7	1	
GO:0050839_cell adhesion molecule binding	Cldn7	1	
GO:0008378_galactosyltransferase activity	B3gnt2	1	
GO:0008532_N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity	B3gnt2	1	
GO:0016740_transferase activity	B3gnt2	1	
GO:0016757_transferase activity, transferring glycosyl groups	B3gnt2	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Insm1	1	
GO:0001047_core promoter binding	Insm1	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Insm1	1	
GO:0003676_nucleic acid binding	Insm1	1	
GO:0003677_DNA binding	Insm1	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Insm1	1	
GO:0005515_protein binding	Insm1	1	
GO:0030332_cyclin binding	Insm1	1	
GO:0031490_chromatin DNA binding	Insm1	1	
GO:0042826_histone deacetylase binding	Insm1	1	
GO:0046872_metal ion binding	Insm1	1	
GO:0005515_protein binding	Porcn	1	
GO:0016740_transferase activity	Porcn	1	
GO:0016746_transferase activity, transferring acyl groups	Porcn	1	
GO:0017147_Wnt-protein binding	Porcn	1	
GO:1990698_palmitoleoyltransferase activity	Porcn	1	
GO:1990698_palmitoleoyltransferase activity	Porcn	1	
GO:0003723_RNA binding	Prrc2a	1	
GO:0004888_transmembrane signaling receptor activity	Tlr5	1	
GO:0005149_interleukin-1 receptor binding	Tlr5	1	
GO:0005515_protein binding	Tlr5	1	
GO:0005515_protein binding	Oaz3	1	
GO:0008073_ornithine decarboxylase inhibitor activity	Oaz3	1	
GO:0008073_ornithine decarboxylase inhibitor activity	Oaz3	1	
GO:0008073_ornithine decarboxylase inhibitor activity	Oaz3	1	
GO:0015489_putrescine transmembrane transporter activity	Oaz3	1	
GO:0071532_ankyrin repeat binding	Oaz3	1	
GO:0000166_nucleotide binding	Ddx39b	1	
GO:0003676_nucleic acid binding	Ddx39b	1	
GO:0003723_RNA binding	Ddx39b	1	
GO:0004004_ATP-dependent RNA helicase activity	Ddx39b	1	
GO:0004004_ATP-dependent RNA helicase activity	Ddx39b	1	
GO:0004386_helicase activity	Ddx39b	1	
GO:0005524_ATP binding	Ddx39b	1	
GO:0008186_RNA-dependent ATPase activity	Ddx39b	1	
GO:0016787_hydrolase activity	Ddx39b	1	
GO:0016887_ATPase activity	Ddx39b	1	
GO:0017070_U6 snRNA binding	Ddx39b	1	
GO:0030621_U4 snRNA binding	Ddx39b	1	
GO:0032403_protein complex binding	Ddx39b	1	
GO:0042802_identical protein binding	Ddx39b	1	
GO:0043008_ATP-dependent protein binding	Ddx39b	1	
GO:0030246_carbohydrate binding	Prg3	1	
GO:0000166_nucleotide binding	Tuba8	1	
GO:0003924_GTPase activity	Tuba8	1	
GO:0005200_structural constituent of cytoskeleton	Tuba8	1	
GO:0005525_GTP binding	Tuba8	1	
GO:0003674_molecular_function	Rwdd2b	1	
GO:0000166_nucleotide binding	Map3k14	1	
GO:0004672_protein kinase activity	Map3k14	1	
GO:0004674_protein serine/threonine kinase activity	Map3k14	1	
GO:0004704_NF-kappaB-inducing kinase activity	Map3k14	1	
GO:0004709_MAP kinase kinase kinase activity	Map3k14	1	
GO:0005515_protein binding	Map3k14	1	
GO:0005524_ATP binding	Map3k14	1	
GO:0016301_kinase activity	Map3k14	1	
GO:0016740_transferase activity	Map3k14	1	
GO:0000166_nucleotide binding	Sept9	1	
GO:0005525_GTP binding	Sept9	1	
GO:0045296_cadherin binding	Sept9	1	
GO:0003723_RNA binding	Zranb2	1	
GO:0008270_zinc ion binding	Zranb2	1	
GO:0046872_metal ion binding	Zranb2	1	
GO:0005198_structural molecule activity	Col5a3	1	
GO:0008201_heparin binding	Col5a3	1	
GO:0043394_proteoglycan binding	Col5a3	1	
GO:0000166_nucleotide binding	Rab25	1	
GO:0003924_GTPase activity	Rab25	1	
GO:0005515_protein binding	Rab25	1	
GO:0005525_GTP binding	Rab25	1	
GO:0031489_myosin V binding	Rab25	1	
GO:0000166_nucleotide binding	Rab11a	1	
GO:0003924_GTPase activity	Rab11a	1	
GO:0005515_protein binding	Rab11a	1	
GO:0005525_GTP binding	Rab11a	1	
GO:0008017_microtubule binding	Rab11a	1	
GO:0031489_myosin V binding	Rab11a	1	
GO:0005112_Notch binding	Cntn6	1	
GO:0005515_protein binding	Cntn6	1	
GO:0005262_calcium channel activity	Pkd2l2	1	
GO:0005509_calcium ion binding	Pkd2l2	1	
GO:0003723_RNA binding	Caprin1	1	
GO:0004540_ribonuclease activity	Ear7	1	
GO:0003676_nucleic acid binding	Ear3	1	
GO:0004518_nuclease activity	Ear3	1	
GO:0004519_endonuclease activity	Ear3	1	
GO:0004540_ribonuclease activity	Ear3	1	
GO:0016787_hydrolase activity	Ear3	1	
GO:0003676_nucleic acid binding	Ear4	1	
GO:0004518_nuclease activity	Ear4	1	
GO:0004519_endonuclease activity	Ear4	1	
GO:0004522_ribonuclease A activity	Ear4	1	
GO:0004540_ribonuclease activity	Ear4	1	
GO:0016787_hydrolase activity	Ear4	1	
GO:0000166_nucleotide binding	Naip7	1	
GO:0004842_ubiquitin-protein transferase activity	Naip7	1	
GO:0005524_ATP binding	Naip7	1	
GO:0043027_cysteine-type endopeptidase inhibitor activity involved in apoptotic process	Naip7	1	
GO:0046872_metal ion binding	Naip7	1	
GO:0005215_transporter activity	Slc5a3	1	
GO:0015293_symporter activity	Slc5a3	1	
GO:0004871_signal transducer activity	Celsr2	1	
GO:0004888_transmembrane signaling receptor activity	Celsr2	1	
GO:0004930_G-protein coupled receptor activity	Celsr2	1	
GO:0005509_calcium ion binding	Celsr2	1	
GO:0005515_protein binding	Celsr2	1	
GO:0005515_protein binding	Nphp1	1	
GO:0000166_nucleotide binding	Cdkl2	1	
GO:0004672_protein kinase activity	Cdkl2	1	
GO:0004674_protein serine/threonine kinase activity	Cdkl2	1	
GO:0004693_cyclin-dependent protein serine/threonine kinase activity	Cdkl2	1	
GO:0005524_ATP binding	Cdkl2	1	
GO:0016301_kinase activity	Cdkl2	1	
GO:0016740_transferase activity	Cdkl2	1	
GO:0003676_nucleic acid binding	Sart3	1	
GO:0003723_RNA binding	Sart3	1	
GO:0017070_U6 snRNA binding	Sart3	1	
GO:0030624_U6atac snRNA binding	Sart3	1	
GO:0042393_histone binding	Sart3	1	
GO:1990381_ubiquitin-specific protease binding	Sart3	1	
GO:0003824_catalytic activity	Ppm1d	1	
GO:0004721_phosphoprotein phosphatase activity	Ppm1d	1	
GO:0004722_protein serine/threonine phosphatase activity	Ppm1d	1	
GO:0004724_magnesium-dependent protein serine/threonine phosphatase activity	Ppm1d	1	
GO:0016787_hydrolase activity	Ppm1d	1	
GO:0043169_cation binding	Ppm1d	1	
GO:0046872_metal ion binding	Ppm1d	1	
GO:0051019_mitogen-activated protein kinase binding	Ppm1d	1	
GO:0000287_magnesium ion binding	Nudt5	1	
GO:0003723_RNA binding	Nudt5	1	
GO:0016740_transferase activity	Nudt5	1	
GO:0016779_nucleotidyltransferase activity	Nudt5	1	
GO:0016787_hydrolase activity	Nudt5	1	
GO:0017110_nucleoside-diphosphatase activity	Nudt5	1	
GO:0019144_ADP-sugar diphosphatase activity	Nudt5	1	
GO:0030515_snoRNA binding	Nudt5	1	
GO:0042803_protein homodimerization activity	Nudt5	1	
GO:0044715_8-oxo-dGDP phosphatase activity	Nudt5	1	
GO:0046872_metal ion binding	Nudt5	1	
GO:0047631_ADP-ribose diphosphatase activity	Nudt5	1	
GO:0050072_m7G(5')pppN diphosphatase activity	Nudt5	1	
GO:0004252_serine-type endopeptidase activity	Clpp	1	
GO:0005515_protein binding	Clpp	1	
GO:0008233_peptidase activity	Clpp	1	
GO:0008236_serine-type peptidase activity	Clpp	1	
GO:0016787_hydrolase activity	Clpp	1	
GO:0042802_identical protein binding	Clpp	1	
GO:0005515_protein binding	Slc7a10	1	
GO:0015171_amino acid transmembrane transporter activity	Slc7a10	1	
GO:0015175_neutral amino acid transmembrane transporter activity	Slc7a10	1	
GO:0015175_neutral amino acid transmembrane transporter activity	Slc7a10	1	
GO:0015194_L-serine transmembrane transporter activity	Slc7a10	1	
GO:0015297_antiporter activity	Slc7a10	1	
GO:0001733_galactosylceramide sulfotransferase activity	Gal3st1	1	
GO:0016740_transferase activity	Gal3st1	1	
GO:0003676_nucleic acid binding	Rcan2	1	
GO:0008597_calcium-dependent protein serine/threonine phosphatase regulator activity	Rcan2	1	
GO:0003676_nucleic acid binding	Rcan3	1	
GO:0008597_calcium-dependent protein serine/threonine phosphatase regulator activity	Rcan3	1	
GO:0031013_troponin I binding	Rcan3	1	
GO:0003674_molecular_function	Phgr1	1	
GO:0004872_receptor activity	Slc40a1	1	
GO:0005381_iron ion transmembrane transporter activity	Slc40a1	1	
GO:0005381_iron ion transmembrane transporter activity	Slc40a1	1	
GO:0005515_protein binding	Slc40a1	1	
GO:0015093_ferrous iron transmembrane transporter activity	Slc40a1	1	
GO:0017046_peptide hormone binding	Slc40a1	1	
GO:0017046_peptide hormone binding	Slc40a1	1	
GO:0097689_iron channel activity	Slc40a1	1	
GO:0003674_molecular_function	Gpatch11	1	
GO:0003676_nucleic acid binding	Gpatch11	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Rfx5	1	
GO:0003677_DNA binding	Rfx5	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Rfx5	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Ngef	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Ngef	1	
GO:0005515_protein binding	Ngef	1	
GO:0046875_ephrin receptor binding	Ngef	1	
GO:0016491_oxidoreductase activity	Cyp3a41a	1	
GO:0032451_demethylase activity	Cyp3a41a	1	
GO:0050649_testosterone 6-beta-hydroxylase activity	Cyp3a41a	1	
GO:0101020_estrogen 16-alpha-hydroxylase activity	Cyp3a41a	1	
GO:0000166_nucleotide binding	Ddx20	1	
GO:0003676_nucleic acid binding	Ddx20	1	
GO:0003677_DNA binding	Ddx20	1	
GO:0004004_ATP-dependent RNA helicase activity	Ddx20	1	
GO:0004386_helicase activity	Ddx20	1	
GO:0005515_protein binding	Ddx20	1	
GO:0005524_ATP binding	Ddx20	1	
GO:0016787_hydrolase activity	Ddx20	1	
GO:0019904_protein domain specific binding	Ddx20	1	
GO:0030674_protein binding, bridging	Ddx20	1	
GO:0042826_histone deacetylase binding	Ddx20	1	
GO:0070491_repressing transcription factor binding	Ddx20	1	
GO:0030165_PDZ domain binding	Lpar2	1	
GO:0005080_protein kinase C binding	Nell2	1	
GO:0005509_calcium ion binding	Nell2	1	
GO:0008201_heparin binding	Nell2	1	
GO:0042802_identical protein binding	Nell2	1	
GO:0003779_actin binding	Diaph2	1	
GO:0017048_Rho GTPase binding	Diaph2	1	
GO:0003677_DNA binding	Deaf1	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Deaf1	1	
GO:0046872_metal ion binding	Deaf1	1	
GO:0005515_protein binding	Gipc2	1	
GO:0042802_identical protein binding	Gipc2	1	
GO:0003824_catalytic activity	Uevld	1	
GO:0016491_oxidoreductase activity	Uevld	1	
GO:0016616_oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Uevld	1	
GO:0000975_regulatory region DNA binding	Irf7	1	
GO:0000979_RNA polymerase II core promoter sequence-specific DNA binding	Irf7	1	
GO:0000982_transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Irf7	1	
GO:0000982_transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Irf7	1	
GO:0003677_DNA binding	Irf7	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Irf7	1	
GO:0005515_protein binding	Irf7	1	
GO:0016538_cyclin-dependent protein serine/threonine kinase regulator activity	Cks1b	1	
GO:0019901_protein kinase binding	Cks1b	1	
GO:0042393_histone binding	Cks1b	1	
GO:0043130_ubiquitin binding	Cks1b	1	
GO:0061575_cyclin-dependent protein serine/threonine kinase activator activity	Cks1b	1	
GO:0003677_DNA binding	Polm	1	
GO:0003887_DNA-directed DNA polymerase activity	Polm	1	
GO:0016740_transferase activity	Polm	1	
GO:0016779_nucleotidyltransferase activity	Polm	1	
GO:0034061_DNA polymerase activity	Polm	1	
GO:0046872_metal ion binding	Polm	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Arhgef7	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Arhgef7	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Arhgef7	1	
GO:0005515_protein binding	Arhgef7	1	
GO:0019901_protein kinase binding	Arhgef7	1	
GO:0019901_protein kinase binding	Arhgef7	1	
GO:0003723_RNA binding	Rps28	1	
GO:0003723_RNA binding	Rps28	1	
GO:0003735_structural constituent of ribosome	Rps28	1	
GO:0004615_phosphomannomutase activity	Pmm2	1	
GO:0016853_isomerase activity	Pmm2	1	
GO:0000166_nucleotide binding	Actr1a	1	
GO:0005524_ATP binding	Actr1a	1	
GO:0000975_regulatory region DNA binding	Irf3	1	
GO:0003677_DNA binding	Irf3	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Irf3	1	
GO:0019904_protein domain specific binding	Irf3	1	
GO:0042802_identical protein binding	Irf3	1	
GO:0042803_protein homodimerization activity	Irf3	1	
GO:0042803_protein homodimerization activity	Irf3	1	
GO:0044212_transcription regulatory region DNA binding	Irf3	1	
GO:0003713_transcription coactivator activity	Pdlim1	1	
GO:0005515_protein binding	Pdlim1	1	
GO:0008270_zinc ion binding	Pdlim1	1	
GO:0046872_metal ion binding	Pdlim1	1	
GO:0098641_cadherin binding involved in cell-cell adhesion	Pdlim1	1	
GO:0005515_protein binding	Lsr	1	
GO:0030169_low-density lipoprotein particle binding	Lsr	1	
GO:0030228_lipoprotein particle receptor activity	Lsr	1	
GO:0005515_protein binding	Acrbp	1	
GO:0016504_peptidase activator activity	Acrbp	1	
GO:0005515_protein binding	Atxn10	1	
GO:0019899_enzyme binding	Atxn10	1	
GO:0042802_identical protein binding	Atxn10	1	
GO:0000975_regulatory region DNA binding	Irf6	1	
GO:0003677_DNA binding	Irf6	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Irf6	1	
GO:0004871_signal transducer activity	Avpr1a	1	
GO:0004930_G-protein coupled receptor activity	Avpr1a	1	
GO:0005000_vasopressin receptor activity	Avpr1a	1	
GO:0005000_vasopressin receptor activity	Avpr1a	1	
GO:0017046_peptide hormone binding	Avpr1a	1	
GO:0031894_V1A vasopressin receptor binding	Avpr1a	1	
GO:0042277_peptide binding	Avpr1a	1	
GO:0008017_microtubule binding	Spag5	1	
GO:0003824_catalytic activity	Rdh7	1	
GO:0004745_retinol dehydrogenase activity	Rdh7	1	
GO:0016491_oxidoreductase activity	Rdh7	1	
GO:0005515_protein binding	Cyhr1	1	
GO:0008270_zinc ion binding	Cyhr1	1	
GO:0046872_metal ion binding	Cyhr1	1	
GO:0003774_motor activity	Dnal4	1	
GO:0005096_GTPase activator activity	Rasa4	1	
GO:0005096_GTPase activator activity	Rasa4	1	
GO:0046872_metal ion binding	Rasa4	1	
GO:0005509_calcium ion binding	Egfl6	1	
GO:0003676_nucleic acid binding	Rnase2b	1	
GO:0004518_nuclease activity	Rnase2b	1	
GO:0004519_endonuclease activity	Rnase2b	1	
GO:0004522_ribonuclease A activity	Rnase2b	1	
GO:0004540_ribonuclease activity	Rnase2b	1	
GO:0016787_hydrolase activity	Rnase2b	1	
GO:0005198_structural molecule activity	Copg2	1	
GO:0005198_structural molecule activity	Copg1	1	
GO:0005515_protein binding	Icos	1	
GO:0003677_DNA binding	Kat6b	1	
GO:0004402_histone acetyltransferase activity	Kat6b	1	
GO:0008270_zinc ion binding	Kat6b	1	
GO:0016740_transferase activity	Kat6b	1	
GO:0016746_transferase activity, transferring acyl groups	Kat6b	1	
GO:0016747_transferase activity, transferring acyl groups other than amino-acyl groups	Kat6b	1	
GO:0032403_protein complex binding	Kat6b	1	
GO:0046872_metal ion binding	Kat6b	1	
GO:0000166_nucleotide binding	Rragc	1	
GO:0003924_GTPase activity	Rragc	1	
GO:0003924_GTPase activity	Rragc	1	
GO:0005525_GTP binding	Rragc	1	
GO:0019003_GDP binding	Rragc	1	
GO:0046982_protein heterodimerization activity	Rragc	1	
GO:0051020_GTPase binding	Rragc	1	
GO:0003676_nucleic acid binding	Cpsf4	1	
GO:0003723_RNA binding	Cpsf4	1	
GO:0003723_RNA binding	Cpsf4	1	
GO:0004521_endoribonuclease activity	Cpsf4	1	
GO:0008270_zinc ion binding	Cpsf4	1	
GO:0046872_metal ion binding	Cpsf4	1	
GO:0005096_GTPase activator activity	Rabep1	1	
GO:0005515_protein binding	Rabep1	1	
GO:0008083_growth factor activity	Rabep1	1	
GO:0019904_protein domain specific binding	Rabep1	1	
GO:0042803_protein homodimerization activity	Rabep1	1	
GO:0005215_transporter activity	Pbsn	1	
GO:0005549_odorant binding	Pbsn	1	
GO:0003677_DNA binding	Akap8l	1	
GO:0003723_RNA binding	Akap8l	1	
GO:0005521_lamin binding	Akap8l	1	
GO:0034237_protein kinase A regulatory subunit binding	Akap8l	1	
GO:0042826_histone deacetylase binding	Akap8l	1	
GO:0046872_metal ion binding	Akap8l	1	
GO:0000166_nucleotide binding	Gucy1b3	1	
GO:0004016_adenylate cyclase activity	Gucy1b3	1	
GO:0004383_guanylate cyclase activity	Gucy1b3	1	
GO:0004383_guanylate cyclase activity	Gucy1b3	1	
GO:0005525_GTP binding	Gucy1b3	1	
GO:0016829_lyase activity	Gucy1b3	1	
GO:0016849_phosphorus-oxygen lyase activity	Gucy1b3	1	
GO:0020037_heme binding	Gucy1b3	1	
GO:0043167_ion binding	Gucy1b3	1	
GO:0046872_metal ion binding	Gucy1b3	1	
GO:0046982_protein heterodimerization activity	Gucy1b3	1	
GO:0047805_cytidylate cyclase activity	Gucy1b3	1	
GO:0051879_Hsp90 protein binding	Gucy1b3	1	
GO:0003676_nucleic acid binding	Pabpn1	1	
GO:0003723_RNA binding	Pabpn1	1	
GO:0005515_protein binding	Pabpn1	1	
GO:0008143_poly(A) binding	Pabpn1	1	
GO:0043621_protein self-association	Pabpn1	1	
GO:0070063_RNA polymerase binding	Pabpn1	1	
GO:0004842_ubiquitin-protein transferase activity	Rnf5	1	
GO:0005515_protein binding	Rnf5	1	
GO:0008270_zinc ion binding	Rnf5	1	
GO:0016740_transferase activity	Rnf5	1	
GO:0042802_identical protein binding	Rnf5	1	
GO:0044390_ubiquitin-like protein conjugating enzyme binding	Rnf5	1	
GO:0046872_metal ion binding	Rnf5	1	
GO:1904264_ubiquitin protein ligase activity involved in ERAD pathway	Rnf5	1	
GO:0005515_protein binding	Snx3	1	
GO:0008289_lipid binding	Snx3	1	
GO:0010314_phosphatidylinositol-5-phosphate binding	Snx3	1	
GO:0019903_protein phosphatase binding	Snx3	1	
GO:0032266_phosphatidylinositol-3-phosphate binding	Snx3	1	
GO:0032266_phosphatidylinositol-3-phosphate binding	Snx3	1	
GO:0035091_phosphatidylinositol binding	Snx3	1	
GO:0070273_phosphatidylinositol-4-phosphate binding	Snx3	1	
GO:0080025_phosphatidylinositol-3,5-bisphosphate binding	Snx3	1	
GO:0004871_signal transducer activity	Ccrl2	1	
GO:0004930_G-protein coupled receptor activity	Ccrl2	1	
GO:0004950_chemokine receptor activity	Ccrl2	1	
GO:0016493_C-C chemokine receptor activity	Ccrl2	1	
GO:0042379_chemokine receptor binding	Ccrl2	1	
GO:0042379_chemokine receptor binding	Ccrl2	1	
GO:0048020_CCR chemokine receptor binding	Ccrl2	1	
GO:0003676_nucleic acid binding	Sult2b1	1	
GO:0004027_alcohol sulfotransferase activity	Sult2b1	1	
GO:0008146_sulfotransferase activity	Sult2b1	1	
GO:0015485_cholesterol binding	Sult2b1	1	
GO:0016740_transferase activity	Sult2b1	1	
GO:0050294_steroid sulfotransferase activity	Sult2b1	1	
GO:1990239_steroid hormone binding	Sult2b1	1	
GO:0003676_nucleic acid binding	Zfp316	1	
GO:0003677_DNA binding	Zfp316	1	
GO:0046872_metal ion binding	Zfp316	1	
GO:0000166_nucleotide binding	Sept1	1	
