Annotation	Gene	Input
GO:0031234_extrinsic component of cytoplasmic side of plasma membrane	Racgap1	1	
GO:0031410_cytoplasmic vesicle	Racgap1	1	
GO:0032154_cleavage furrow	Racgap1	1	
GO:0051233_spindle midzone	Racgap1	1	
GO:0070062_extracellular exosome	Racgap1	1	
GO:0072686_mitotic spindle	Racgap1	1	
GO:0097149_centralspindlin complex	Racgap1	1	
GO:0001725_stress fiber	Mprip	1	
GO:0005737_cytoplasm	Mprip	1	
GO:0005829_cytosol	Mprip	1	
GO:0005856_cytoskeleton	Mprip	1	
GO:0005925_focal adhesion	Mprip	1	
GO:0015629_actin cytoskeleton	Mprip	1	
GO:0005794_Golgi apparatus	St6galnac5	1	
GO:0016020_membrane	St6galnac5	1	
GO:0016021_integral component of membrane	St6galnac5	1	
GO:0005634_nucleus	Polr3e	1	
GO:0005654_nucleoplasm	Polr3e	1	
GO:0005666_DNA-directed RNA polymerase III complex	Polr3e	1	
GO:0005666_DNA-directed RNA polymerase III complex	Polr3e	1	
GO:0005634_nucleus	Ecsit	1	
GO:0005654_nucleoplasm	Ecsit	1	
GO:0005667_transcription factor complex	Ecsit	1	
GO:0005737_cytoplasm	Ecsit	1	
GO:0005739_mitochondrion	Ecsit	1	
GO:0005739_mitochondrion	Ecsit	1	
GO:0005829_cytosol	Ecsit	1	
GO:0005737_cytoplasm	Slc9a3r1	1	
GO:0005886_plasma membrane	Slc9a3r1	1	
GO:0005902_microvillus	Slc9a3r1	1	
GO:0016020_membrane	Slc9a3r1	1	
GO:0016020_membrane	Slc9a3r1	1	
GO:0016324_apical plasma membrane	Slc9a3r1	1	
GO:0016324_apical plasma membrane	Slc9a3r1	1	
GO:0031526_brush border membrane	Slc9a3r1	1	
GO:0031528_microvillus membrane	Slc9a3r1	1	
GO:0031982_vesicle	Slc9a3r1	1	
GO:0032420_stereocilium	Slc9a3r1	1	
GO:0032426_stereocilium tip	Slc9a3r1	1	
GO:0042995_cell projection	Slc9a3r1	1	
GO:0045121_membrane raft	Slc9a3r1	1	
GO:0045177_apical part of cell	Slc9a3r1	1	
GO:0048471_perinuclear region of cytoplasm	Slc9a3r1	1	
GO:0070062_extracellular exosome	Slc9a3r1	1	
GO:0071944_cell periphery	Slc9a3r1	1	
GO:0097225_sperm midpiece	Slc9a3r1	1	
GO:0005737_cytoplasm	Spag1	1	
GO:0005829_cytosol	Spag1	1	
GO:0005794_Golgi apparatus	Serinc3	1	
GO:0005886_plasma membrane	Serinc3	1	
GO:0016020_membrane	Serinc3	1	
GO:0016021_integral component of membrane	Serinc3	1	
GO:0005604_basement membrane	Tinag	1	
GO:0005615_extracellular space	Tinag	1	
GO:0043231_intracellular membrane-bounded organelle	Tinag	1	
GO:0016020_membrane	Tpsg1	1	
GO:0016021_integral component of membrane	Tpsg1	1	
GO:0005634_nucleus	Trpc7	1	
GO:0005801_cis-Golgi network	Trpc7	1	
GO:0005886_plasma membrane	Trpc7	1	
GO:0005887_integral component of plasma membrane	Trpc7	1	
GO:0016020_membrane	Trpc7	1	
GO:0016021_integral component of membrane	Trpc7	1	
GO:0048471_perinuclear region of cytoplasm	Trpc7	1	
GO:0005737_cytoplasm	Vat1	1	
GO:0005739_mitochondrion	Vat1	1	
GO:0005741_mitochondrial outer membrane	Vat1	1	
GO:0016020_membrane	Vat1	1	
GO:0070062_extracellular exosome	Vat1	1	
GO:0005829_cytosol	Vsnl1	1	
GO:0016020_membrane	Vsnl1	1	
GO:0000775_chromosome, centromeric region	Zw10	1	
GO:0000776_kinetochore	Zw10	1	
GO:0000922_spindle pole	Zw10	1	
GO:0005634_nucleus	Zw10	1	
GO:0005694_chromosome	Zw10	1	
GO:0005737_cytoplasm	Zw10	1	
GO:0005783_endoplasmic reticulum	Zw10	1	
GO:0005828_kinetochore microtubule	Zw10	1	
GO:0005829_cytosol	Zw10	1	
GO:0005856_cytoskeleton	Zw10	1	
GO:0016020_membrane	Zw10	1	
GO:0070939_Dsl1/NZR complex	Zw10	1	
GO:1990423_RZZ complex	Zw10	1	
GO:1990423_RZZ complex	Zw10	1	
GO:0005622_intracellular	Rpl8	1	
GO:0005737_cytoplasm	Rpl8	1	
GO:0005840_ribosome	Rpl8	1	
GO:0005925_focal adhesion	Rpl8	1	
GO:0015934_large ribosomal subunit	Rpl8	1	
GO:0016020_membrane	Rpl8	1	
GO:0022625_cytosolic large ribosomal subunit	Rpl8	1	
GO:0022625_cytosolic large ribosomal subunit	Rpl8	1	
GO:0030529_intracellular ribonucleoprotein complex	Rpl8	1	
GO:0019005_SCF ubiquitin ligase complex	Cul1	1	
GO:0019005_SCF ubiquitin ligase complex	Cul1	1	
GO:0031461_cullin-RING ubiquitin ligase complex	Cul1	1	
GO:1990452_Parkin-FBXW7-Cul1 ubiquitin ligase complex	Cul1	1	
GO:0005576_extracellular region	Islr	1	
GO:0005615_extracellular space	Islr	1	
GO:0070062_extracellular exosome	Islr	1	
GO:0005575_cellular_component	Pla2g2e	1	
GO:0005576_extracellular region	Pla2g2e	1	
GO:0005576_extracellular region	Pla2g2f	1	
GO:0000228_nuclear chromosome	Spo11	1	
GO:0000781_chromosome, telomeric region	Spo11	1	
GO:0005634_nucleus	Spo11	1	
GO:0005694_chromosome	Spo11	1	
GO:0005737_cytoplasm	Eif4e2	1	
GO:0005845_mRNA cap binding complex	Eif4e2	1	
GO:0005634_nucleus	Brd7	1	
GO:0005634_nucleus	Brd7	1	
GO:0005654_nucleoplasm	Brd7	1	
GO:0005829_cytosol	Brd7	1	
GO:0090544_BAF-type complex	Brd7	1	
GO:0005886_plasma membrane	Klrk1	1	
GO:0009897_external side of plasma membrane	Klrk1	1	
GO:0009986_cell surface	Klrk1	1	
GO:0009986_cell surface	Klrk1	1	
GO:0016020_membrane	Klrk1	1	
GO:0016021_integral component of membrane	Klrk1	1	
GO:0005768_endosome	Micall1	1	
GO:0005770_late endosome	Micall1	1	
GO:0010008_endosome membrane	Micall1	1	
GO:0016020_membrane	Micall1	1	
GO:0019898_extrinsic component of membrane	Micall1	1	
GO:0005634_nucleus	Polk	1	
GO:0005654_nucleoplasm	Polk	1	
GO:0016604_nuclear body	Polk	1	
GO:0005622_intracellular	Tspan32	1	
GO:0009986_cell surface	Tspan32	1	
GO:0016020_membrane	Tspan32	1	
GO:0016021_integral component of membrane	Tspan32	1	
GO:0070442_integrin alphaIIb-beta3 complex	Tspan32	1	
GO:0005737_cytoplasm	Ermap	1	
GO:0005886_plasma membrane	Ermap	1	
GO:0016020_membrane	Ermap	1	
GO:0016021_integral component of membrane	Ermap	1	
GO:0031410_cytoplasmic vesicle	Ermap	1	
GO:0005764_lysosome	Sgsh	1	
GO:0005764_lysosome	Sgsh	1	
GO:0070062_extracellular exosome	Sgsh	1	
GO:0005622_intracellular	G3bp1	1	
GO:0005634_nucleus	G3bp1	1	
GO:0005737_cytoplasm	G3bp1	1	
GO:0005829_cytosol	G3bp1	1	
GO:0005829_cytosol	G3bp1	1	
GO:0005886_plasma membrane	G3bp1	1	
GO:0005925_focal adhesion	G3bp1	1	
GO:0010494_cytoplasmic stress granule	G3bp1	1	
GO:0016020_membrane	G3bp1	1	
GO:0005634_nucleus	Nit1	1	
GO:0005737_cytoplasm	Nit1	1	
GO:0005739_mitochondrion	Nit1	1	
GO:0070062_extracellular exosome	Nit1	1	
GO:0005576_extracellular region	Omd	1	
GO:0005578_proteinaceous extracellular matrix	Omd	1	
GO:0005615_extracellular space	Omd	1	
GO:0031012_extracellular matrix	Omd	1	
GO:0070062_extracellular exosome	Omd	1	
GO:0000790_nuclear chromatin	Etv3	1	
GO:0005634_nucleus	Etv3	1	
GO:0017053_transcriptional repressor complex	Etv3	1	
GO:0090571_RNA polymerase II transcription repressor complex	Etv3	1	
GO:0005634_nucleus	Rps3	1	
GO:0005634_nucleus	Rps3	1	
GO:0005730_nucleolus	Rps3	1	
GO:0005737_cytoplasm	Rps3	1	
GO:0005737_cytoplasm	Rps3	1	
GO:0005739_mitochondrion	Rps3	1	
GO:0005743_mitochondrial inner membrane	Rps3	1	
GO:0005759_mitochondrial matrix	Rps3	1	
GO:0005783_endoplasmic reticulum	Rps3	1	
GO:0005829_cytosol	Rps3	1	
GO:0005840_ribosome	Rps3	1	
GO:0005844_polysome	Rps3	1	
GO:0005856_cytoskeleton	Rps3	1	
GO:0005886_plasma membrane	Rps3	1	
GO:0005925_focal adhesion	Rps3	1	
GO:0012505_endomembrane system	Rps3	1	
GO:0015935_small ribosomal subunit	Rps3	1	
GO:0016020_membrane	Rps3	1	
GO:0022627_cytosolic small ribosomal subunit	Rps3	1	
GO:0022627_cytosolic small ribosomal subunit	Rps3	1	
GO:0030425_dendrite	Rps3	1	
GO:0030529_intracellular ribonucleoprotein complex	Rps3	1	
GO:0031012_extracellular matrix	Rps3	1	
GO:0032587_ruffle membrane	Rps3	1	
GO:0070062_extracellular exosome	Rps3	1	
GO:0071159_NF-kappaB complex	Rps3	1	
GO:0072686_mitotic spindle	Rps3	1	
GO:0005576_extracellular region	Aoah	1	
GO:0005829_cytosol	Asns	1	
GO:0005783_endoplasmic reticulum	Sec23b	1	
GO:0005794_Golgi apparatus	Sec23b	1	
GO:0012505_endomembrane system	Sec23b	1	
GO:0016020_membrane	Sec23b	1	
GO:0030127_COPII vesicle coat	Sec23b	1	
GO:0048471_perinuclear region of cytoplasm	Sec23b	1	
GO:0005783_endoplasmic reticulum	Fkbp9	1	
GO:0005634_nucleus	Irf5	1	
GO:0005737_cytoplasm	Irf5	1	
GO:0005739_mitochondrion	Ncoa4	1	
GO:0044754_autolysosome	Ncoa4	1	
GO:0005737_cytoplasm	Srp9	1	
GO:0005785_signal recognition particle receptor complex	Srp9	1	
GO:0005786_signal recognition particle, endoplasmic reticulum targeting	Srp9	1	
GO:0030529_intracellular ribonucleoprotein complex	Srp9	1	
GO:0048500_signal recognition particle	Srp9	1	
GO:0070062_extracellular exosome	Srp9	1	
GO:0005654_nucleoplasm	Sh3d19	1	
GO:0005737_cytoplasm	Sh3d19	1	
GO:0005829_cytosol	Sh3d19	1	
GO:0005886_plasma membrane	Sh3d19	1	
GO:0005739_mitochondrion	Tcirg1	1	
GO:0005765_lysosomal membrane	Tcirg1	1	
GO:0005886_plasma membrane	Tcirg1	1	
GO:0016324_apical plasma membrane	Tcirg1	1	
GO:0016471_vacuolar proton-transporting V-type ATPase complex	Tcirg1	1	
GO:0000139_Golgi membrane	Bcap31	1	
GO:0005783_endoplasmic reticulum	Bcap31	1	
GO:0005784_Sec61 translocon complex	Bcap31	1	
GO:0005789_endoplasmic reticulum membrane	Bcap31	1	
GO:0005789_endoplasmic reticulum membrane	Bcap31	1	
GO:0005811_lipid particle	Bcap31	1	
GO:0005886_plasma membrane	Bcap31	1	
GO:0005887_integral component of plasma membrane	Bcap31	1	
GO:0016020_membrane	Bcap31	1	
GO:0016021_integral component of membrane	Bcap31	1	
GO:0030136_clathrin-coated vesicle	Bcap31	1	
GO:0032580_Golgi cisterna membrane	Bcap31	1	
GO:0097038_perinuclear endoplasmic reticulum	Bcap31	1	
GO:0016020_membrane	Cadps	1	
GO:0030054_cell junction	Cadps	1	
GO:0031045_dense core granule	Cadps	1	
GO:0031410_cytoplasmic vesicle	Cadps	1	
GO:0045202_synapse	Cadps	1	
GO:0005737_cytoplasm	B9d1	1	
GO:0005813_centrosome	B9d1	1	
GO:0005856_cytoskeleton	B9d1	1	
GO:0005929_cilium	B9d1	1	
GO:0016020_membrane	B9d1	1	
GO:0035869_ciliary transition zone	B9d1	1	
GO:0036038_MKS complex	B9d1	1	
GO:0036064_ciliary basal body	B9d1	1	
GO:0042995_cell projection	B9d1	1	
GO:0005634_nucleus	Xlr4b	1	
GO:0005634_nucleus	Xlr5c	1	
GO:0000139_Golgi membrane	Trappc3	1	
GO:0005783_endoplasmic reticulum	Trappc3	1	
GO:0005794_Golgi apparatus	Trappc3	1	
GO:0005829_cytosol	Trappc3	1	
GO:0005829_cytosol	Trappc3	1	
GO:0030008_TRAPP complex	Trappc3	1	
GO:0005622_intracellular	Eif2ak4	1	
GO:0005737_cytoplasm	Eif2ak4	1	
GO:0005844_polysome	Eif2ak4	1	
GO:0022626_cytosolic ribosome	Eif2ak4	1	
GO:0005634_nucleus	Tlx3	1	
GO:0005634_nucleus	Rpl7a	1	
GO:0005730_nucleolus	Rpl7a	1	
GO:0005737_cytoplasm	Rpl7a	1	
GO:0005840_ribosome	Rpl7a	1	
GO:0005925_focal adhesion	Rpl7a	1	
GO:0016020_membrane	Rpl7a	1	
GO:0016020_membrane	Rpl7a	1	
GO:0022625_cytosolic large ribosomal subunit	Rpl7a	1	
GO:0022625_cytosolic large ribosomal subunit	Rpl7a	1	
GO:0030529_intracellular ribonucleoprotein complex	Rpl7a	1	
GO:0042788_polysomal ribosome	Rpl7a	1	
GO:0042788_polysomal ribosome	Rpl7a	1	
GO:0070062_extracellular exosome	Rpl7a	1	
GO:0008021_synaptic vesicle	Syn3	1	
GO:0014069_postsynaptic density	Syn3	1	
GO:0016020_membrane	Syn3	1	
GO:0030054_cell junction	Syn3	1	
GO:0030672_synaptic vesicle membrane	Syn3	1	
GO:0031410_cytoplasmic vesicle	Syn3	1	
GO:0045202_synapse	Syn3	1	
GO:0005886_plasma membrane	Podxl	1	
GO:0016020_membrane	Podxl	1	
GO:0016021_integral component of membrane	Podxl	1	
GO:0016324_apical plasma membrane	Podxl	1	
GO:0016324_apical plasma membrane	Podxl	1	
GO:0031528_microvillus membrane	Podxl	1	
GO:0036057_slit diaphragm	Podxl	1	
GO:0042995_cell projection	Podxl	1	
GO:0044297_cell body	Podxl	1	
GO:0005737_cytoplasm	Nrk	1	
GO:0005622_intracellular	Rps11	1	
GO:0005730_nucleolus	Rps11	1	
GO:0005737_cytoplasm	Rps11	1	
GO:0005840_ribosome	Rps11	1	
GO:0005925_focal adhesion	Rps11	1	
GO:0016020_membrane	Rps11	1	
GO:0022627_cytosolic small ribosomal subunit	Rps11	1	
GO:0022627_cytosolic small ribosomal subunit	Rps11	1	
GO:0030529_intracellular ribonucleoprotein complex	Rps11	1	
GO:0031012_extracellular matrix	Rps11	1	
GO:0070062_extracellular exosome	Rps11	1	
GO:0005575_cellular_component	Snord33	1	
GO:0005575_cellular_component	Snord32a	1	
GO:0005575_cellular_component	Snord34	1	
GO:0005575_cellular_component	Snord35a	1	
GO:0005575_cellular_component	Snord35b	1	
GO:0005634_nucleus	Dbf4	1	
GO:0005634_nucleus	Dbf4	1	
GO:0005737_cytoplasm	Azi2	1	
GO:0005886_plasma membrane	Olfr154	1	
GO:0016020_membrane	Olfr154	1	
GO:0016021_integral component of membrane	Olfr154	1	
GO:0000790_nuclear chromatin	Mixl1	1	
GO:0005634_nucleus	Mixl1	1	
GO:0005634_nucleus	Mixl1	1	
GO:0005886_plasma membrane	Slamf1	1	
GO:0009897_external side of plasma membrane	Slamf1	1	
GO:0009986_cell surface	Slamf1	1	
GO:0016020_membrane	Slamf1	1	
GO:0016021_integral component of membrane	Slamf1	1	
GO:0045335_phagocytic vesicle	Slamf1	1	
GO:0070062_extracellular exosome	Slamf1	1	
GO:0005622_intracellular	Sgk2	1	
GO:0005634_nucleus	Sgk2	1	
GO:0005654_nucleoplasm	Sgk2	1	
GO:0005737_cytoplasm	Sgk2	1	
GO:0005576_extracellular region	Cartpt	1	
GO:0005615_extracellular space	Cartpt	1	
GO:0005615_extracellular space	Cartpt	1	
GO:0030141_secretory granule	Cartpt	1	
GO:0000790_nuclear chromatin	Chaf1a	1	
GO:0005634_nucleus	Chaf1a	1	
GO:0033186_CAF-1 complex	Chaf1a	1	
GO:0033186_CAF-1 complex	Chaf1a	1	
GO:0043234_protein complex	Chaf1a	1	
GO:0005886_plasma membrane	Atp1a4	1	
GO:0016020_membrane	Atp1a4	1	
GO:0016021_integral component of membrane	Atp1a4	1	
GO:0000775_chromosome, centromeric region	Trp53bp1	1	
GO:0000776_kinetochore	Trp53bp1	1	
GO:0000781_chromosome, telomeric region	Trp53bp1	1	
GO:0000784_nuclear chromosome, telomeric region	Trp53bp1	1	
GO:0005634_nucleus	Trp53bp1	1	
GO:0005634_nucleus	Trp53bp1	1	
GO:0005654_nucleoplasm	Trp53bp1	1	
GO:0005657_replication fork	Trp53bp1	1	
GO:0005694_chromosome	Trp53bp1	1	
GO:0005737_cytoplasm	Trp53bp1	1	
GO:0016604_nuclear body	Trp53bp1	1	
GO:0035861_site of double-strand break	Trp53bp1	1	
GO:0035861_site of double-strand break	Trp53bp1	1	
GO:1990391_DNA repair complex	Trp53bp1	1	
GO:0005615_extracellular space	Eloa	1	
GO:0005634_nucleus	Eloa	1	
GO:0008023_transcription elongation factor complex	Eloa	1	
GO:0016021_integral component of membrane	Eloa	1	
GO:0070449_elongin complex	Eloa	1	
GO:0005730_nucleolus	Ddx24	1	
GO:0016020_membrane	Ddx24	1	
GO:0005576_extracellular region	Pla2g7	1	
GO:0005615_extracellular space	Pla2g7	1	
GO:0005737_cytoplasm	Pla2g7	1	
GO:0034362_low-density lipoprotein particle	Pla2g7	1	
GO:0005737_cytoplasm	Plek2	1	
GO:0005856_cytoskeleton	Plek2	1	
GO:0005886_plasma membrane	Plek2	1	
GO:0016020_membrane	Plek2	1	
GO:0042995_cell projection	Plek2	1	
GO:0005737_cytoplasm	Dok3	1	
GO:0005886_plasma membrane	Dok3	1	
GO:0016020_membrane	Dok3	1	
GO:0005634_nucleus	Smok1	1	
GO:0005737_cytoplasm	Smok1	1	
GO:0031588_nucleotide-activated protein kinase complex	Smok1	1	
GO:0005634_nucleus	Smok2a	1	
GO:0005737_cytoplasm	Smok2a	1	
GO:0031588_nucleotide-activated protein kinase complex	Smok2a	1	
GO:0005737_cytoplasm	Cars	1	
GO:0005737_cytoplasm	Cars	1	
GO:0005829_cytosol	Cars	1	
GO:0005739_mitochondrion	Pdk4	1	
GO:0005739_mitochondrion	Pdk4	1	
GO:0005743_mitochondrial inner membrane	Pdk4	1	
GO:0005622_intracellular	Zfp354b	1	
GO:0005634_nucleus	Zfp354b	1	
GO:0001650_fibrillar center	Nufip1	1	
GO:0005634_nucleus	Nufip1	1	
GO:0005634_nucleus	Nufip1	1	
GO:0005726_perichromatin fibrils	Nufip1	1	
GO:0005726_perichromatin fibrils	Nufip1	1	
GO:0005730_nucleolus	Nufip1	1	
GO:0005730_nucleolus	Nufip1	1	
GO:0008023_transcription elongation factor complex	Nufip1	1	
GO:0008023_transcription elongation factor complex	Nufip1	1	
GO:0016363_nuclear matrix	Nufip1	1	
GO:0016363_nuclear matrix	Nufip1	1	
GO:0022626_cytosolic ribosome	Nufip1	1	
GO:0022626_cytosolic ribosome	Nufip1	1	
GO:0043234_protein complex	Nufip1	1	
GO:0048786_presynaptic active zone	Nufip1	1	
GO:0048786_presynaptic active zone	Nufip1	1	
GO:0070761_pre-snoRNP complex	Nufip1	1	
GO:0000139_Golgi membrane	Plekhb1	1	
GO:0001750_photoreceptor outer segment	Plekhb1	1	
GO:0005737_cytoplasm	Plekhb1	1	
GO:0016020_membrane	Plekhb1	1	
GO:0016021_integral component of membrane	Plekhb1	1	
GO:0016021_integral component of membrane	Plekhb1	1	
GO:0000137_Golgi cis cisterna	Golga5	1	
GO:0000138_Golgi trans cisterna	Golga5	1	
GO:0000139_Golgi membrane	Golga5	1	
GO:0000139_Golgi membrane	Golga5	1	
GO:0005794_Golgi apparatus	Golga5	1	
GO:0005797_Golgi medial cisterna	Golga5	1	
GO:0005801_cis-Golgi network	Golga5	1	
GO:0016020_membrane	Golga5	1	
GO:0016021_integral component of membrane	Golga5	1	
GO:0030663_COPI-coated vesicle membrane	Golga5	1	
GO:0031985_Golgi cisterna	Golga5	1	
GO:0031985_Golgi cisterna	Golga5	1	
GO:0005622_intracellular	Clnk	1	
GO:0001726_ruffle	Tnfrsf12a	1	
GO:0005886_plasma membrane	Tnfrsf12a	1	
GO:0009986_cell surface	Tnfrsf12a	1	
GO:0016020_membrane	Tnfrsf12a	1	
GO:0016021_integral component of membrane	Tnfrsf12a	1	
GO:0005737_cytoplasm	Phlda3	1	
GO:0005886_plasma membrane	Phlda3	1	
GO:0016020_membrane	Phlda3	1	
GO:0070062_extracellular exosome	Phlda3	1	
GO:0005641_nuclear envelope lumen	Hrasls	1	
GO:0005737_cytoplasm	Hrasls	1	
GO:0005777_peroxisome	Hrasls	1	
GO:0016020_membrane	Hrasls	1	
GO:0016021_integral component of membrane	Hrasls	1	
GO:0000781_chromosome, telomeric region	Nbn	1	
GO:0000784_nuclear chromosome, telomeric region	Nbn	1	
GO:0000784_nuclear chromosome, telomeric region	Nbn	1	
GO:0000784_nuclear chromosome, telomeric region	Nbn	1	
GO:0005634_nucleus	Nbn	1	
GO:0005634_nucleus	Nbn	1	
GO:0005657_replication fork	Nbn	1	
GO:0005694_chromosome	Nbn	1	
GO:0005730_nucleolus	Nbn	1	
GO:0016605_PML body	Nbn	1	
GO:0016605_PML body	Nbn	1	
GO:0030870_Mre11 complex	Nbn	1	
GO:0030870_Mre11 complex	Nbn	1	
GO:0035861_site of double-strand break	Nbn	1	
GO:0042405_nuclear inclusion body	Nbn	1	
GO:0005634_nucleus	Pald1	1	
GO:0005737_cytoplasm	Pald1	1	
GO:0005829_cytosol	Pald1	1	
GO:0005576_extracellular region	Insl6	1	
GO:0016020_membrane	Gyg	1	
GO:0070062_extracellular exosome	Gyg	1	
GO:0005576_extracellular region	Defb3	1	
GO:0005654_nucleoplasm	Sytl4	1	
GO:0005768_endosome	Sytl4	1	
GO:0005815_microtubule organizing center	Sytl4	1	
GO:0005829_cytosol	Sytl4	1	
GO:0005886_plasma membrane	Sytl4	1	
GO:0016020_membrane	Sytl4	1	
GO:0016324_apical plasma membrane	Sytl4	1	
GO:0019898_extrinsic component of membrane	Sytl4	1	
GO:0030141_secretory granule	Sytl4	1	
GO:0030667_secretory granule membrane	Sytl4	1	
GO:0031410_cytoplasmic vesicle	Sytl4	1	
GO:0070382_exocytic vesicle	Sytl4	1	
GO:0000794_condensed nuclear chromosome	Add3	1	
GO:0005654_nucleoplasm	Add3	1	
GO:0005737_cytoplasm	Add3	1	
GO:0005856_cytoskeleton	Add3	1	
GO:0005856_cytoskeleton	Add3	1	
GO:0005886_plasma membrane	Add3	1	
GO:0005903_brush border	Add3	1	
GO:0005911_cell-cell junction	Add3	1	
GO:0005938_cell cortex	Add3	1	
GO:0014069_postsynaptic density	Add3	1	
GO:0016020_membrane	Add3	1	
GO:0005634_nucleus	Msrb1	1	
GO:0005654_nucleoplasm	Msrb1	1	
GO:0005737_cytoplasm	Msrb1	1	
GO:0005856_cytoskeleton	Msrb1	1	
GO:0015629_actin cytoskeleton	Msrb1	1	
GO:0005730_nucleolus	Dnajb9	1	
GO:0005737_cytoplasm	Dnajb9	1	
GO:0005783_endoplasmic reticulum	Dnajb9	1	
GO:0005783_endoplasmic reticulum	Dnajb9	1	
GO:0070062_extracellular exosome	Dnajb9	1	
GO:0005737_cytoplasm	Srr	1	
GO:0005886_plasma membrane	Srr	1	
GO:0043025_neuronal cell body	Srr	1	
GO:0045177_apical part of cell	Srr	1	
GO:0005634_nucleus	Txnl4a	1	
GO:0005634_nucleus	Txnl4a	1	
GO:0005681_spliceosomal complex	Txnl4a	1	
GO:0005682_U5 snRNP	Txnl4a	1	
GO:0005682_U5 snRNP	Txnl4a	1	
GO:0005737_cytoplasm	Txnl4a	1	
GO:0005829_cytosol	Txnl4a	1	
GO:0031965_nuclear membrane	Txnl4a	1	
GO:0046540_U4/U6 x U5 tri-snRNP complex	Txnl4a	1	
GO:0005622_intracellular	Rpl3	1	
GO:0005634_nucleus	Rpl3	1	
GO:0005730_nucleolus	Rpl3	1	
GO:0005737_cytoplasm	Rpl3	1	
GO:0005829_cytosol	Rpl3	1	
GO:0005840_ribosome	Rpl3	1	
GO:0005925_focal adhesion	Rpl3	1	
GO:0022625_cytosolic large ribosomal subunit	Rpl3	1	
GO:0030529_intracellular ribonucleoprotein complex	Rpl3	1	
GO:0070062_extracellular exosome	Rpl3	1	
GO:0005737_cytoplasm	Tbl2	1	
GO:0005783_endoplasmic reticulum	Tbl2	1	
GO:0005634_nucleus	Dguok	1	
GO:0005737_cytoplasm	Dguok	1	
GO:0005739_mitochondrion	Dguok	1	
GO:0005829_cytosol	Dguok	1	
GO:0005622_intracellular	Rps26	1	
GO:0005840_ribosome	Rps26	1	
GO:0015935_small ribosomal subunit	Rps26	1	
GO:0016020_membrane	Rps26	1	
GO:0022627_cytosolic small ribosomal subunit	Rps26	1	
GO:0022627_cytosolic small ribosomal subunit	Rps26	1	
GO:0030529_intracellular ribonucleoprotein complex	Rps26	1	
GO:0070062_extracellular exosome	Rps26	1	
GO:0005737_cytoplasm	Sh2d2a	1	
GO:0005886_plasma membrane	Sh2d2a	1	
GO:0016020_membrane	Sh2d2a	1	
GO:0005575_cellular_component	Prl3c1	1	
GO:0005576_extracellular region	Prl3c1	1	
GO:0005634_nucleus	Csnk1e	1	
GO:0005634_nucleus	Csnk1e	1	
GO:0005737_cytoplasm	Csnk1e	1	
GO:0005737_cytoplasm	Csnk1e	1	
GO:0030426_growth cone	Csnk1e	1	
GO:0030529_intracellular ribonucleoprotein complex	Csnk1e	1	
GO:0043005_neuron projection	Csnk1e	1	
GO:0043025_neuronal cell body	Csnk1e	1	
GO:0005634_nucleus	Prmt5	1	
GO:0005634_nucleus	Prmt5	1	
GO:0005737_cytoplasm	Prmt5	1	
GO:0005737_cytoplasm	Prmt5	1	
GO:0005794_Golgi apparatus	Prmt5	1	
GO:0005829_cytosol	Prmt5	1	
GO:0005829_cytosol	Prmt5	1	
GO:0034709_methylosome	Prmt5	1	
GO:0035097_histone methyltransferase complex	Prmt5	1	
GO:0035097_histone methyltransferase complex	Prmt5	1	
GO:0043234_protein complex	Prmt5	1	
GO:0005634_nucleus	Tjp3	1	
GO:0005886_plasma membrane	Tjp3	1	
GO:0005923_bicellular tight junction	Tjp3	1	
GO:0005923_bicellular tight junction	Tjp3	1	
GO:0009986_cell surface	Tjp3	1	
GO:0016020_membrane	Tjp3	1	
GO:0016324_apical plasma membrane	Tjp3	1	
GO:0030054_cell junction	Tjp3	1	
GO:0005634_nucleus	Slc25a10	1	
GO:0005654_nucleoplasm	Slc25a10	1	
GO:0005739_mitochondrion	Slc25a10	1	
GO:0005739_mitochondrion	Slc25a10	1	
GO:0005743_mitochondrial inner membrane	Slc25a10	1	
GO:0016020_membrane	Slc25a10	1	
GO:0016021_integral component of membrane	Slc25a10	1	
GO:0031966_mitochondrial membrane	Slc25a10	1	
GO:0005739_mitochondrion	Yme1l1	1	
GO:0005739_mitochondrion	Yme1l1	1	
GO:0005743_mitochondrial inner membrane	Yme1l1	1	
GO:0005743_mitochondrial inner membrane	Yme1l1	1	
GO:0016020_membrane	Yme1l1	1	
GO:0016021_integral component of membrane	Yme1l1	1	
GO:0016604_nuclear body	Yme1l1	1	
GO:0005575_cellular_component	Tcl1b3	1	
GO:0005634_nucleus	Magel2	1	
GO:0005737_cytoplasm	Magel2	1	
GO:0005768_endosome	Magel2	1	
GO:0030904_retromer complex	Magel2	1	
GO:0005634_nucleus	Npas3	1	
GO:0005654_nucleoplasm	Npas3	1	
GO:0005829_cytosol	Npas3	1	
GO:0005737_cytoplasm	Sh2d3c	1	
GO:0016020_membrane	Sh2d3c	1	
GO:0005622_intracellular	Ptdss2	1	
GO:0005783_endoplasmic reticulum	Ptdss2	1	
GO:0005789_endoplasmic reticulum membrane	Ptdss2	1	
GO:0016020_membrane	Ptdss2	1	
GO:0016021_integral component of membrane	Ptdss2	1	
GO:0005737_cytoplasm	Dusp13	1	
GO:0005576_extracellular region	Mmel1	1	
GO:0005615_extracellular space	Mmel1	1	
GO:0005615_extracellular space	Mmel1	1	
